Subject,Date,Start Time,End Time,Size,Read,Transferred,Duration
MediaWiki,2024-03-01,下午 10:25:21,下午 10:26:11,51.5 GB,15 MB,3.5 MB,0:00:50
NAS,2024-03-01,下午 09:57:24,下午 10:26:46,48 GB,112 MB,30.5 MB,0:29:22
NAS,2024-03-01,下午 10:26:07,下午 10:27:26,51.5 GB,15 MB,3.5 MB,0:01:18
Jira,2024-03-01,下午 10:35:22,下午 10:36:18,300 GB,178 MB,45.6 MB,0:00:56
NAS,2024-03-01,下午 10:36:31,下午 10:37:50,300 GB,176 MB,45.6 MB,0:01:18
Mantis,2024-03-01,下午 10:45:00,下午 10:45:54,68 GB,59 MB,11.4 MB,0:00:54
NAS,2024-03-01,下午 10:45:46,下午 10:47:05,68 GB,58 MB,11.4 MB,0:01:18
MAWF,2024-03-01,下午 11:05:02,下午 11:06:07,400 GB,293 MB,107.9 MB,0:01:04
MAWF,2024-03-01,下午 11:06:12,下午 11:07:30,400 GB,273 MB,107.7 MB,0:01:18
NAS,2024-03-01,下午 09:09:55,下午 11:10:29,1.3 TB,11.5 GB,4.9 GB,2:00:33
SECOM,2024-03-01,下午 11:15:03,下午 11:16:24,931.5 GB,533 MB,164.9 MB,0:01:20
SECOM,2024-03-01,下午 11:16:36,下午 11:17:52,931.5 GB,522 MB,164.9 MB,0:01:16
MediaWiki,2024-03-01,下午 11:25:04,下午 11:25:59,51.5 GB,22 MB,5 MB,0:00:54
NAS,2024-03-01,下午 11:25:51,下午 11:27:11,51.5 GB,22 MB,5 MB,0:01:20
Jira,2024-03-01,下午 11:35:06,下午 11:38:32,300 GB,4.7 GB,1 GB,0:03:26
NAS,2024-03-01,下午 11:38:34,下午 11:39:54,300 GB,4.7 GB,1 GB,0:01:20
SECOM,2024-03-01,下午 07:15:12,下午 11:42:07,931.5 GB,498.6 GB,1.2 GB,4:26:54
IOC_RMA_PDR,2024-03-01,下午 10:55:08,下午 11:42:50,48 GB,154 MB,37.2 MB,0:47:42
ELSE,2024-03-01,下午 11:00:14,下午 11:45:21,319.5 GB,3 GB,1.1 GB,0:45:06
Mantis,2024-03-01,下午 11:45:07,下午 11:45:59,68 GB,40 MB,7.5 MB,0:00:52
NAS,2024-03-01,下午 11:43:25,下午 11:46:45,48 GB,150 MB,37.2 MB,0:03:20
NAS,2024-03-01,下午 11:45:53,下午 11:47:12,68 GB,40 MB,7.5 MB,0:01:18
NAS,2024-03-01,下午 11:45:23,下午 11:47:44,319.5 GB,3 GB,1.1 GB,0:02:20
IOC_RMA_PDR,2024-03-01,下午 11:55:09,下午 11:57:08,48 GB,67 MB,21.3 MB,0:01:58
NAS,2024-03-02,下午 11:57:30,上午 12:01:53,48 GB,64 MB,21.3 MB,0:04:22
Sales_Portal,2024-03-02,上午 12:00:15,上午 12:02:21,64 GB,607 MB,92.3 MB,0:02:05
SECOM,2024-03-02,上午 12:15:07,上午 01:03:02,931.5 GB,4.2 GB,4.2 GB,0:47:55
NAS,2024-03-02,上午 01:04:03,上午 01:12:24,48 GB,128 MB,33.3 MB,0:08:21
IOC_RMA_PDR,2024-03-02,上午 12:55:03,上午 01:14:26,48 GB,128 MB,33.3 MB,0:19:23
NAS,2024-03-02,上午 01:10:20,上午 01:14:41,100.6 GB,2.3 GB,1.1 GB,0:04:20
SSRS,2024-03-02,上午 01:00:08,上午 01:20:07,100.6 GB,3.3 GB,1.1 GB,0:19:58
SECOM,2024-03-02,上午 01:15:05,上午 01:23:05,931.5 GB,313 MB,310.1 MB,0:07:59
IOC_RMA_PDR,2024-03-02,上午 01:55:21,上午 01:56:56,48 GB,104 MB,28.2 MB,0:01:34
NAS,2024-03-02,上午 01:57:43,上午 02:00:04,48 GB,103 MB,28.2 MB,0:02:21
SECOM,2024-03-02,上午 12:15:09,上午 02:05:14,931.5 GB,499 GB,1 GB,1:50:04
MediaWiki,2024-03-02,上午 12:25:10,上午 02:05:48,51.5 GB,21 MB,4.1 MB,1:40:38
SECOM,2024-03-02,上午 02:05:24,上午 02:06:42,931.5 GB,4.5 GB,1 GB,0:01:18
SSRS,2024-03-02,上午 02:00:04,上午 02:08:15,400 GB,5.5 GB,1.3 GB,0:08:10
Jira,2024-03-02,上午 12:35:11,上午 02:09:05,300 GB,2.7 GB,664.7 MB,1:33:54
Mantis,2024-03-02,上午 12:45:13,上午 02:09:43,68 GB,186 MB,17.4 MB,1:24:29
NAS,2024-03-02,上午 02:08:41,上午 02:11:01,400 GB,4.8 GB,1.3 GB,0:02:20
NAS,2024-03-02,上午 02:08:41,上午 02:11:10,400 GB,4.8 GB,1.3 GB,0:02:28
NAS,2024-03-02,上午 02:09:39,上午 02:12:03,68 GB,77 MB,17.4 MB,0:02:24
NAS,2024-03-02,上午 02:09:15,上午 02:12:36,300 GB,2.7 GB,664.7 MB,0:03:20
MAWF,2024-03-02,上午 12:06:54,上午 02:13:58,400 GB,22.3 GB,22.3 GB,2:07:04
NAS,2024-03-02,上午 02:05:47,上午 02:19:51,51.5 GB,21 MB,4.1 MB,0:14:03
MAWF,2024-03-01,下午 09:56:03,下午 09:57:22,400 GB,346 MB,118.9 MB,0:01:18
IOC_RMA_PDR,2024-03-02,上午 02:55:17,上午 02:56:52,48 GB,109 MB,29 MB,0:01:35
MediaWiki,2024-03-02,上午 02:25:05,上午 02:59:26,51.5 GB,15 MB,3.3 MB,0:34:21
NAS,2024-03-02,上午 02:57:14,上午 02:59:34,48 GB,107 MB,29 MB,0:02:20
MAWF,2024-03-02,上午 12:05:09,上午 02:59:43,400 GB,275.6 GB,2.8 GB,2:54:34
Jira,2024-03-02,上午 02:35:06,上午 03:00:13,300 GB,203 MB,55.7 MB,0:25:06
NAS,2024-03-02,上午 02:59:22,上午 03:00:41,51.5 GB,15 MB,3.3 MB,0:01:18
NAS,2024-03-02,上午 03:00:09,上午 03:01:27,300 GB,203 MB,55.7 MB,0:01:18
MAWF,2024-03-02,上午 02:59:46,上午 03:02:04,400 GB,19.5 GB,2.8 GB,0:02:18
NAS,2024-03-02,上午 03:00:55,上午 03:02:14,68 GB,28 MB,3.5 MB,0:01:18
ELSE,2024-03-02,上午 03:00:22,上午 03:04:20,128 GB,3.3 GB,1.5 GB,0:03:57
NAS,2024-03-02,上午 03:04:17,上午 03:06:38,128 GB,3.3 GB,1.5 GB,0:02:20
MAWF,2024-03-02,上午 03:05:10,上午 03:09:42,400 GB,4.8 GB,913.6 MB,0:04:32
MAWF,2024-03-02,上午 03:09:47,上午 03:11:05,400 GB,4.8 GB,913.4 MB,0:01:18
MediaWiki,2024-03-02,上午 03:25:11,上午 03:26:12,51.5 GB,12 MB,3 MB,0:01:00
NAS,2024-03-02,上午 03:26:21,上午 03:27:37,51.5 GB,12 MB,3 MB,0:01:16
Jira,2024-03-02,上午 03:35:12,上午 03:36:12,300 GB,164 MB,40.8 MB,0:01:00
NAS,2024-03-02,上午 03:36:22,上午 03:37:42,300 GB,163 MB,40.8 MB,0:01:20
Mantis,2024-03-02,上午 03:45:13,上午 03:46:07,68 GB,27 MB,3.5 MB,0:00:54
NAS,2024-03-02,上午 03:45:59,上午 03:47:18,68 GB,27 MB,3.5 MB,0:01:18
MAWF,2024-03-02,上午 04:05:14,上午 04:06:33,400 GB,434 MB,160 MB,0:01:18
MAWF,2024-03-02,上午 04:06:24,上午 04:07:42,400 GB,409 MB,159.8 MB,0:01:18
MediaWiki,2024-03-02,上午 04:25:16,上午 04:26:16,51.5 GB,11 MB,2.9 MB,0:01:00
NAS,2024-03-02,上午 04:26:25,上午 04:27:41,51.5 GB,11 MB,2.9 MB,0:01:16
Jira,2024-03-02,上午 04:35:16,上午 04:36:25,300 GB,303 MB,65.5 MB,0:01:08
NAS,2024-03-02,上午 04:36:26,上午 04:37:44,300 GB,301 MB,65.6 MB,0:01:18
Mantis,2024-03-02,上午 04:45:17,上午 04:46:12,68 GB,46 MB,4.7 MB,0:00:54
NAS,2024-03-02,上午 04:46:04,上午 04:47:22,68 GB,46 MB,4.7 MB,0:01:18
IOC_RMA_PDR,2024-03-02,上午 03:55:14,上午 05:02:01,48 GB,176 MB,39.7 MB,1:06:47
SECOM,2024-03-02,上午 02:15:21,上午 05:02:49,931.5 GB,498.7 GB,1.1 GB,2:47:27
ELSE,2024-03-02,上午 04:00:20,上午 05:03:05,50 GB,707 MB,191 MB,1:02:45
PDM2,2024-03-02,上午 05:00:02,上午 05:04:53,400 GB,1.7 GB,192.9 MB,0:04:50
NAS,2024-03-02,上午 05:03:35,上午 05:05:55,50 GB,706 MB,191 MB,0:02:19
NAS,2024-03-02,上午 05:02:47,上午 05:06:08,48 GB,172 MB,39.7 MB,0:03:20
MAWF,2024-03-02,上午 05:05:19,上午 05:06:35,400 GB,280 MB,100.5 MB,0:01:16
MAWF,2024-03-02,上午 05:06:28,上午 05:07:49,400 GB,263 MB,100.3 MB,0:01:20
MediaWiki,2024-03-02,上午 05:25:20,上午 05:26:27,51.5 GB,122 MB,48 MB,0:01:06
SECOM,2024-03-02,上午 05:15:22,上午 05:26:28,931.5 GB,794.5 MB,759.7 MB,0:11:06
NAS,2024-03-02,上午 05:26:30,上午 05:27:48,51.5 GB,122 MB,48 MB,0:01:18
Jira,2024-03-02,上午 05:35:22,上午 05:36:24,300 GB,237 MB,56.7 MB,0:01:02
NAS,2024-03-02,上午 05:36:31,上午 05:37:51,300 GB,234 MB,56.7 MB,0:01:20
SECOM,2024-03-02,上午 02:15:04,上午 05:38:37,931.5 GB,499 GB,589.1 MB,3:23:33
SECOM,2024-03-02,上午 05:38:50,上午 05:40:06,931.5 GB,1.9 GB,573.7 MB,0:01:16
Mantis,2024-03-02,上午 05:45:00,上午 05:45:48,68 GB,31 MB,3.7 MB,0:00:48
NAS,2024-03-02,上午 05:45:46,上午 05:47:04,68 GB,31 MB,3.7 MB,0:01:18
IOC_RMA_PDR,2024-03-02,上午 05:55:06,上午 05:56:31,48 GB,105 MB,28.7 MB,0:01:24
ELSE,2024-03-02,上午 06:00:12,上午 06:01:32,64 GB,157 MB,11.2 MB,0:01:19
MAWF,2024-03-02,上午 06:05:02,上午 06:06:06,400 GB,383 MB,124.4 MB,0:01:04
MAWF,2024-03-02,上午 06:06:11,上午 06:07:30,400 GB,374 MB,124.2 MB,0:01:18
NAS,2024-03-02,上午 06:02:10,上午 06:07:31,64 GB,60 MB,11.2 MB,0:05:21
SECOM,2024-03-02,上午 06:15:03,上午 06:16:31,931.5 GB,1.6 GB,472.4 MB,0:01:28
SECOM,2024-03-02,上午 06:16:35,上午 06:17:52,931.5 GB,1.5 GB,472.4 MB,0:01:16
MediaWiki,2024-03-02,上午 06:25:04,上午 06:26:14,51.5 GB,164 MB,60.8 MB,0:01:10
NAS,2024-03-02,上午 06:26:13,上午 06:27:32,51.5 GB,163 MB,60.8 MB,0:01:18
NAS,2024-03-02,上午 05:05:32,上午 06:28:17,400 GB,447 MB,192.8 MB,1:22:44
NAS,2024-03-02,上午 05:57:04,上午 06:29:25,48 GB,105 MB,28.7 MB,0:32:21
Jira,2024-03-02,上午 06:35:05,上午 06:36:14,300 GB,467 MB,144.1 MB,0:01:08
NAS,2024-03-02,上午 06:36:14,上午 06:37:35,300 GB,464 MB,144.2 MB,0:01:20
Mantis,2024-03-02,上午 06:45:06,上午 06:45:59,68 GB,87 MB,12.8 MB,0:00:52
NAS,2024-03-02,上午 06:45:53,上午 06:47:11,68 GB,86 MB,12.8 MB,0:01:18
MAWF,2024-03-02,上午 07:05:09,上午 07:06:19,400 GB,300 MB,109.6 MB,0:01:10
MAWF,2024-03-02,上午 07:06:18,上午 07:07:36,400 GB,294 MB,109.4 MB,0:01:18
IOC_RMA_PDR,2024-03-02,上午 06:55:06,上午 07:14:29,48 GB,201 MB,48.1 MB,0:19:23
MAWF,2024-03-02,上午 03:05:04,上午 07:14:39,400 GB,256.7 GB,661.7 MB,4:09:35
ELSE,2024-03-02,上午 07:00:12,上午 07:15:29,32 GB,804 MB,278.8 MB,0:15:17
SECOM,2024-03-02,上午 07:15:10,上午 07:16:20,931.5 GB,320 MB,89.2 MB,0:01:10
SECOM,2024-03-02,上午 07:16:19,上午 07:17:38,931.5 GB,314 MB,89.3 MB,0:01:18
NAS,2024-03-02,上午 07:15:53,上午 07:18:13,32 GB,802 MB,278.8 MB,0:02:20
MediaWiki,2024-03-02,上午 07:25:11,上午 07:26:07,51.5 GB,181 MB,30.9 MB,0:00:56
NAS,2024-03-02,上午 07:26:20,上午 07:27:37,51.5 GB,181 MB,30.9 MB,0:01:16
Jira,2024-03-02,上午 07:35:12,上午 07:36:12,300 GB,203 MB,51.1 MB,0:01:00
NAS,2024-03-02,上午 07:36:21,上午 07:37:40,300 GB,201 MB,51.2 MB,0:01:18
Mantis,2024-03-02,上午 07:45:13,上午 07:46:00,68 GB,51 MB,5.7 MB,0:00:46
NAS,2024-03-02,上午 07:46:00,上午 07:47:18,68 GB,51 MB,5.8 MB,0:01:18
IOC_RMA_PDR,2024-03-02,上午 07:55:01,上午 07:56:26,48 GB,134 MB,33 MB,0:01:25
NAS,2024-03-02,上午 07:57:21,上午 07:59:41,48 GB,132 MB,33 MB,0:02:20
NAS,2024-03-02,上午 08:02:04,上午 08:04:25,160 GB,280 MB,143.1 MB,0:02:21
ELSE,2024-03-02,上午 08:00:06,上午 08:11:39,160 GB,280 MB,143 MB,0:11:32
MAWF,2024-03-02,上午 08:05:14,上午 08:12:42,400 GB,547.5 MB,536.8 MB,0:07:27
SECOM,2024-03-02,上午 08:15:16,上午 08:24:49,931.5 GB,600 MB,153.1 MB,0:09:32
SECOM,2024-03-02,上午 08:24:54,上午 08:26:12,931.5 GB,594 MB,153.2 MB,0:01:18
MediaWiki,2024-03-02,上午 08:25:17,上午 08:26:15,51.5 GB,12 MB,2.8 MB,0:00:58
NAS,2024-03-02,上午 08:26:26,上午 08:27:45,51.5 GB,12 MB,2.8 MB,0:01:18
Jira,2024-03-02,上午 08:35:18,上午 08:36:16,300 GB,203 MB,52.6 MB,0:00:58
NAS,2024-03-02,上午 08:36:27,上午 08:37:47,300 GB,203 MB,52.6 MB,0:01:20
Mantis,2024-03-02,上午 08:45:19,上午 08:46:11,68 GB,34 MB,4.2 MB,0:00:52
NAS,2024-03-02,上午 08:46:05,上午 08:47:23,68 GB,34 MB,4.2 MB,0:01:18
IOC_RMA_PDR,2024-03-02,上午 08:55:21,上午 08:57:14,48 GB,2.3 GB,1.8 GB,0:01:53
NAS,2024-03-02,上午 08:57:41,上午 09:01:01,48 GB,2.2 GB,1.8 GB,0:03:19
MAWF,2024-03-02,上午 08:05:16,上午 09:02:08,400 GB,258.6 GB,103.1 MB,0:56:52
MAWF,2024-03-02,上午 09:02:15,上午 09:03:32,400 GB,239 MB,94.9 MB,0:01:16
MAWF,2024-03-02,上午 09:05:20,上午 09:06:23,400 GB,241 MB,92.7 MB,0:01:02
MAWF,2024-03-02,上午 09:06:30,上午 09:07:46,400 GB,237 MB,92.5 MB,0:01:16
MAWF,2024-03-02,上午 09:05:07,上午 09:09:27,400 GB,143.5 MB,141.8 MB,0:04:19
SECOM,2024-03-02,上午 09:15:17,上午 09:23:16,931.5 GB,725.5 MB,722.6 MB,0:07:59
MediaWiki,2024-03-02,上午 09:25:22,上午 09:26:21,51.5 GB,20 MB,3.6 MB,0:00:58
NAS,2024-03-02,上午 09:26:32,上午 09:27:50,51.5 GB,20 MB,3.6 MB,0:01:18
Jira,2024-03-02,上午 09:35:00,上午 09:35:56,300 GB,208 MB,51.1 MB,0:00:56
NAS,2024-03-02,上午 09:36:10,上午 09:37:28,300 GB,208 MB,51.2 MB,0:01:18
Mantis,2024-03-02,上午 09:45:01,上午 09:45:54,68 GB,43 MB,8 MB,0:00:52
NAS,2024-03-02,上午 09:45:47,上午 09:47:06,68 GB,43 MB,8 MB,0:01:18
IOC_RMA_PDR,2024-03-02,上午 09:55:08,上午 09:56:23,48 GB,127 MB,31.6 MB,0:01:14
NAS,2024-03-02,上午 09:57:06,上午 09:59:25,48 GB,125 MB,31.6 MB,0:02:19
Configuration,2024-03-02,上午 10:00:02,上午 10:00:30,N/A,N/A,N/A,0:00:27
Configuration,2024-03-02,上午 10:00:14,上午 10:01:02,N/A,N/A,N/A,0:00:47
MAWF,2024-03-02,上午 10:05:18,上午 10:08:24,400 GB,132 MB,131.3 MB,0:03:05
SECOM,2024-03-02,上午 10:15:05,上午 10:22:06,931.5 GB,273 MB,269.6 MB,0:07:01
IOC_RMA_PDR,2024-03-02,上午 10:55:21,上午 10:56:46,48 GB,255 MB,119.8 MB,0:01:24
NAS,2024-03-02,上午 10:56:55,上午 10:59:15,48 GB,251 MB,119.8 MB,0:02:19
Mantis,2024-03-02,上午 02:45:07,上午 03:00:42,68 GB,28 MB,3.5 MB,0:15:34
NAS,2024-03-02,上午 07:14:43,上午 07:18:11,48 GB,200 MB,48.1 MB,0:03:28
MAWF,2024-03-02,上午 11:05:07,上午 11:09:10,400 GB,320.5 MB,315.8 MB,0:04:02
SECOM,2024-03-02,上午 09:15:22,上午 11:09:15,931.5 GB,499 GB,680.2 MB,1:53:53
MediaWiki,2024-03-02,上午 10:25:04,上午 11:09:43,51.5 GB,13 MB,2.7 MB,0:44:38
Jira,2024-03-02,上午 10:35:06,上午 11:10:27,300 GB,226 MB,54 MB,0:35:21
SECOM,2024-03-02,上午 11:09:24,上午 11:10:41,931.5 GB,2.1 GB,664.8 MB,0:01:16
Mantis,2024-03-02,上午 10:45:07,上午 11:10:58,68 GB,57 MB,9.1 MB,0:25:51
NAS,2024-03-02,上午 11:09:48,上午 11:11:06,51.5 GB,13 MB,2.7 MB,0:01:18
NAS,2024-03-02,上午 11:10:34,上午 11:11:52,300 GB,226 MB,54.1 MB,0:01:18
NAS,2024-03-02,上午 11:10:57,上午 11:12:16,68 GB,57 MB,9.1 MB,0:01:18
SECOM,2024-03-02,上午 11:15:12,上午 11:16:36,931.5 GB,853 MB,226.1 MB,0:01:24
SECOM,2024-03-02,上午 11:16:44,上午 11:18:00,931.5 GB,842 MB,226.2 MB,0:01:16
MAWF,2024-03-02,上午 10:05:03,上午 11:18:50,400 GB,258.6 GB,92 MB,1:13:47
MAWF,2024-03-02,上午 11:19:03,上午 11:20:19,400 GB,222 MB,83.9 MB,0:01:16
MediaWiki,2024-03-02,上午 11:25:13,上午 11:26:03,51.5 GB,9 MB,2.5 MB,0:00:50
NAS,2024-03-02,上午 11:25:59,上午 11:27:16,51.5 GB,9 MB,2.5 MB,0:01:16
Jira,2024-03-02,上午 11:35:14,上午 11:36:09,300 GB,147 MB,37.1 MB,0:00:54
NAS,2024-03-02,上午 11:36:24,上午 11:37:42,300 GB,147 MB,37.2 MB,0:01:18
Mantis,2024-03-02,上午 11:45:15,上午 11:46:02,68 GB,27 MB,4.4 MB,0:00:46
NAS,2024-03-02,上午 11:46:02,上午 11:47:20,68 GB,27 MB,4.4 MB,0:01:18
IOC_RMA_PDR,2024-03-02,上午 11:55:10,上午 11:56:35,48 GB,115 MB,28.7 MB,0:01:24
NAS,2024-03-02,上午 11:57:31,下午 12:00:51,48 GB,112 MB,28.7 MB,0:03:20
MAWF,2024-03-02,下午 12:05:17,下午 12:06:32,400 GB,689 MB,282.5 MB,0:01:14
MAWF,2024-03-02,下午 12:06:27,下午 12:07:43,400 GB,682 MB,282.4 MB,0:01:16
SECOM,2024-03-02,下午 12:15:19,下午 12:16:45,931.5 GB,1.1 GB,395.7 MB,0:01:26
SECOM,2024-03-02,下午 12:16:51,下午 12:18:08,931.5 GB,992 MB,395.8 MB,0:01:16
MediaWiki,2024-03-02,下午 12:25:20,下午 12:26:13,51.5 GB,11 MB,3.3 MB,0:00:52
NAS,2024-03-02,下午 12:26:06,下午 12:27:23,51.5 GB,11 MB,3.3 MB,0:01:16
Jira,2024-03-02,下午 12:35:21,下午 12:36:22,300 GB,199 MB,49.3 MB,0:01:00
NAS,2024-03-02,下午 12:36:31,下午 12:37:49,300 GB,197 MB,49.3 MB,0:01:18
Mantis,2024-03-02,下午 12:45:22,下午 12:46:11,68 GB,57 MB,9.1 MB,0:00:48
NAS,2024-03-02,下午 12:46:09,下午 12:47:27,68 GB,57 MB,9.1 MB,0:01:18
MAWF,2024-03-02,下午 01:05:01,下午 01:06:06,400 GB,259 MB,97.3 MB,0:01:04
MAWF,2024-03-02,下午 01:06:11,下午 01:07:27,400 GB,246 MB,97.1 MB,0:01:16
SECOM,2024-03-02,下午 01:15:02,下午 01:16:23,931.5 GB,474 MB,143.3 MB,0:01:20
SECOM,2024-03-02,下午 01:16:35,下午 01:17:51,931.5 GB,469 MB,143.4 MB,0:01:16
MediaWiki,2024-03-02,下午 01:25:03,下午 01:25:56,51.5 GB,17 MB,3.3 MB,0:00:52
NAS,2024-03-02,下午 01:25:50,下午 01:27:06,51.5 GB,17 MB,3.3 MB,0:01:16
Jira,2024-03-02,下午 01:35:05,下午 01:36:01,300 GB,201 MB,49.5 MB,0:00:56
NAS,2024-03-02,下午 01:36:14,下午 01:37:33,300 GB,199 MB,49.5 MB,0:01:18
IOC_RMA_PDR,2024-03-02,下午 12:55:07,下午 01:42:18,48 GB,150 MB,34.2 MB,0:47:11
Mantis,2024-03-02,下午 01:45:06,下午 01:45:54,68 GB,34 MB,6.7 MB,0:00:48
NAS,2024-03-02,下午 01:42:11,下午 01:46:32,48 GB,145 MB,34.3 MB,0:04:21
NAS,2024-03-02,下午 01:45:52,下午 01:47:11,68 GB,34 MB,6.8 MB,0:01:18
IOC_RMA_PDR,2024-03-02,下午 01:55:06,下午 01:56:21,48 GB,68 MB,21 MB,0:01:14
NAS,2024-03-02,下午 01:56:17,下午 01:58:37,48 GB,64 MB,21 MB,0:02:20
MAWF,2024-03-02,下午 02:05:17,下午 02:13:16,400 GB,218 MB,209.3 MB,0:07:59
SECOM,2024-03-02,下午 02:15:03,下午 02:22:27,931.5 GB,632 MB,626.1 MB,0:07:23
IOC_RMA_PDR,2024-03-02,下午 02:55:19,下午 02:56:38,48 GB,220 MB,93.8 MB,0:01:18
NAS,2024-03-02,下午 02:56:53,下午 03:01:12,48 GB,220 MB,93.8 MB,0:04:19
MAWF,2024-03-02,下午 03:05:05,下午 03:08:32,400 GB,184 MB,175.8 MB,0:03:26
MAWF,2024-03-02,下午 02:05:08,下午 03:13:57,400 GB,258.6 GB,101.3 MB,1:08:49
MediaWiki,2024-03-02,下午 02:25:10,下午 03:14:30,51.5 GB,25 MB,5 MB,0:49:20
Jira,2024-03-02,下午 02:35:11,下午 03:15:12,300 GB,250 MB,64.5 MB,0:40:01
MAWF,2024-03-02,下午 03:14:06,下午 03:15:27,400 GB,247 MB,93.1 MB,0:01:20
Mantis,2024-03-02,下午 02:45:12,下午 03:15:45,68 GB,40 MB,5.3 MB,0:30:33
NAS,2024-03-02,下午 03:14:30,下午 03:15:50,51.5 GB,25 MB,5 MB,0:01:20
NAS,2024-03-02,下午 03:15:16,下午 03:16:34,300 GB,247 MB,64.5 MB,0:01:18
NAS,2024-03-02,下午 03:15:39,下午 03:16:58,68 GB,40 MB,5.3 MB,0:01:18
SECOM,2024-03-02,下午 03:15:15,下午 03:20:22,931.5 GB,316.5 MB,313.1 MB,0:05:07
MediaWiki,2024-03-02,下午 03:25:17,下午 03:26:17,51.5 GB,9 MB,3 MB,0:01:00
NAS,2024-03-02,下午 03:26:27,下午 03:27:45,51.5 GB,9 MB,3 MB,0:01:18
Jira,2024-03-02,下午 03:35:18,下午 03:36:10,300 GB,136 MB,34.4 MB,0:00:52
NAS,2024-03-02,下午 03:36:04,下午 03:37:23,300 GB,134 MB,34.4 MB,0:01:18
Mantis,2024-03-02,下午 03:45:19,下午 03:46:11,68 GB,69 MB,25.5 MB,0:00:52
NAS,2024-03-02,下午 03:46:05,下午 03:47:23,68 GB,69 MB,25.5 MB,0:01:18
IOC_RMA_PDR,2024-03-02,下午 03:55:08,下午 03:56:27,48 GB,108 MB,27.2 MB,0:01:18
NAS,2024-03-02,下午 03:56:42,下午 03:59:01,48 GB,103 MB,27.2 MB,0:02:19
MAWF,2024-03-02,下午 04:05:21,下午 04:06:43,400 GB,460 MB,158.5 MB,0:01:22
SECOM,2024-03-02,下午 02:15:09,下午 04:08:03,931.5 GB,499 GB,503.9 MB,1:52:54
MAWF,2024-03-02,下午 04:06:53,下午 04:08:11,400 GB,437 MB,158.3 MB,0:01:18
SECOM,2024-03-02,下午 04:08:03,下午 04:09:19,931.5 GB,1.6 GB,488.4 MB,0:01:16
MediaWiki,2024-03-02,下午 04:25:23,下午 04:26:25,51.5 GB,11 MB,3.1 MB,0:01:02
NAS,2024-03-02,下午 04:26:32,下午 04:27:49,51.5 GB,11 MB,3.2 MB,0:01:16
Jira,2024-03-02,下午 04:35:00,下午 04:35:59,300 GB,201 MB,49 MB,0:00:58
NAS,2024-03-02,下午 04:36:10,下午 04:37:28,300 GB,198 MB,49 MB,0:01:18
Mantis,2024-03-02,下午 04:45:01,下午 04:45:56,68 GB,31 MB,3.4 MB,0:00:54
NAS,2024-03-02,下午 04:45:48,下午 04:47:04,68 GB,31 MB,3.4 MB,0:01:16
MAWF,2024-03-02,下午 05:05:03,下午 05:08:40,400 GB,2.9 GB,940.1 MB,0:03:36
MAWF,2024-03-02,下午 05:08:31,下午 05:09:48,400 GB,2 GB,939.9 MB,0:01:16
MediaWiki,2024-03-02,下午 05:25:04,下午 05:26:05,51.5 GB,15 MB,3.8 MB,0:01:00
NAS,2024-03-02,下午 05:26:14,下午 05:27:30,51.5 GB,15 MB,3.8 MB,0:01:16
Jira,2024-03-02,下午 05:35:05,下午 05:36:06,300 GB,203 MB,48.7 MB,0:01:00
NAS,2024-03-02,下午 05:36:15,下午 05:37:33,300 GB,201 MB,48.8 MB,0:01:18
Mantis,2024-03-02,下午 05:45:06,下午 05:46:05,68 GB,60 MB,12.2 MB,0:00:58
NAS,2024-03-02,下午 05:46:16,下午 05:47:34,68 GB,59 MB,12.2 MB,0:01:18
MAWF,2024-03-02,下午 06:05:08,下午 06:08:22,400 GB,3 GB,144.4 MB,0:03:14
MAWF,2024-03-02,下午 06:08:36,下午 06:09:52,400 GB,364 MB,144.1 MB,0:01:16
MediaWiki,2024-03-02,下午 06:25:09,下午 06:26:10,51.5 GB,15 MB,3 MB,0:01:00
NAS,2024-03-02,下午 06:26:19,下午 06:27:35,51.5 GB,15 MB,3 MB,0:01:16
Jira,2024-03-02,下午 06:35:10,下午 06:36:13,300 GB,202 MB,50.6 MB,0:01:02
SECOM,2024-03-02,下午 04:15:22,下午 06:37:33,931.5 GB,499.1 GB,295.3 MB,2:22:11
NAS,2024-03-02,下午 06:36:19,下午 06:37:38,300 GB,200 MB,50.6 MB,0:01:18
SECOM,2024-03-02,下午 06:37:29,下午 06:38:45,931.5 GB,1 GB,279.9 MB,0:01:16
Mantis,2024-03-02,下午 06:45:11,下午 06:46:00,68 GB,43 MB,9.8 MB,0:00:48
NAS,2024-03-02,下午 06:45:58,下午 06:47:16,68 GB,42 MB,9.8 MB,0:01:18
IOC_RMA_PDR,2024-03-02,下午 04:55:00,下午 06:56:45,48 GB,216 MB,46.2 MB,2:01:45
IOC_RMA_PDR,2024-03-02,下午 06:56:55,下午 06:58:15,48 GB,45 MB,14.3 MB,0:01:19
NAS,2024-03-02,下午 06:57:19,下午 07:01:40,48 GB,215 MB,46.2 MB,0:04:20
ELSE,2024-03-02,下午 07:00:04,下午 07:04:39,100 GB,1.3 GB,392.9 MB,0:04:35
NAS,2024-03-02,下午 07:02:25,下午 07:04:47,100 GB,1.1 GB,392.9 MB,0:02:21
NAS,2024-03-02,下午 07:02:25,下午 07:05:47,48 GB,43 MB,14.3 MB,0:03:21
MAWF,2024-03-02,下午 07:05:10,下午 07:17:15,400 GB,2.1 GB,1.4 GB,0:12:04
